date,recession_actual,forward_actual,prob_contemp,prob_forward,warning_flag,Inflation,Labour,Financial,Monetary,Real
2012-10-01,0,0,0.004624789332739297,0.23929322206171985,0,81.42857142857143,11.666666666666666,22.916666666666664,43.333333333333336,51.66666666666667
2012-11-01,0,0,0.003646423377337988,0.09344308681020948,0,57.74647887323944,17.083333333333332,23.75,50.41666666666666,50.83333333333333
2012-12-01,0,0,0.002409115251233784,0.12919013577265465,0,61.11111111111112,16.25,31.25,49.583333333333336,59.583333333333336
2013-01-01,0,0,0.0032258510823114247,0.3675925090732006,0,65.75342465753424,18.33333333333333,30.416666666666664,43.333333333333336,54.58333333333333
2013-02-01,0,0,0.003370853193741483,0.08666811794807057,0,83.78378378378379,8.75,35.0,36.66666666666666,50.41666666666666
2013-03-01,0,0,0.0014362102981086804,0.045156966469349795,0,65.33333333333333,8.75,30.0,42.91666666666666,51.66666666666667
2013-04-01,0,0,0.00039447681187972783,0.021890561693528397,0,44.73684210526316,9.166666666666666,40.0,53.75,52.083333333333336
2013-05-01,0,0,0.0016876319319022706,0.009251341211785762,0,38.961038961038966,8.333333333333332,27.916666666666668,49.583333333333336,47.083333333333336
2013-06-01,0,0,0.0013058702343656148,0.08457643711213846,0,35.8974358974359,8.333333333333332,56.25,37.5,41.66666666666667
2013-07-01,0,0,0.0451882206021664,0.01732976564018402,0,39.24050632911392,7.5,24.58333333333333,24.58333333333333,41.66666666666667
2013-08-01,0,0,0.0060490797098322726,0.0023529603983944223,0,38.75,6.25,22.916666666666664,26.25,42.083333333333336
2013-09-01,0,0,0.005587038593956481,0.0006695795154488822,0,34.5679012345679,5.416666666666667,21.25,32.083333333333336,39.58333333333333
2013-10-01,0,0,0.0009438377987167964,0.0011421069142595955,0,31.70731707317073,7.5,30.0,46.66666666666666,43.75
2013-11-01,0,0,0.0024246760025602443,0.002222668080323775,0,36.14457831325301,6.25,22.916666666666664,41.66666666666667,39.58333333333333
2013-12-01,0,0,0.00821230608710721,0.0020923138513813376,0,32.142857142857146,10.416666666666668,22.5,35.0,35.41666666666667
2014-01-01,0,0,0.004490782992972646,0.000273716614292354,0,34.11764705882353,5.416666666666667,12.5,34.583333333333336,44.583333333333336
2014-02-01,0,0,0.001070441758678189,0.0006819152970325617,0,29.069767441860467,9.166666666666666,21.25,45.0,47.5
2014-03-01,0,0,0.0014817888272229505,0.0011952320505430106,0,39.08045977011494,7.083333333333333,19.58333333333333,45.83333333333333,36.25
2014-04-01,0,0,0.000983065662893157,0.004581131231213525,0,46.590909090909086,5.0,19.166666666666668,40.0,31.25
2014-05-01,0,0,0.0007882620503853937,0.005947609245673174,0,56.17977528089888,5.0,16.25,41.25,33.33333333333333
2014-06-01,0,0,0.0006780394373975058,0.004023293936012904,0,58.88888888888889,4.583333333333333,16.666666666666664,42.91666666666666,32.5
2014-07-01,0,0,0.0002970324771281279,0.006224796406598099,0,53.84615384615385,4.583333333333333,30.416666666666664,47.5,32.916666666666664
2014-08-01,0,0,0.00019600756745128932,0.023544968885997566,0,43.47826086956522,4.166666666666666,39.16666666666666,50.41666666666666,27.500000000000004
2014-09-01,0,0,0.0002844269675499501,0.015324968884683227,0,36.55913978494624,2.5,30.833333333333336,49.583333333333336,27.916666666666668
2014-10-01,0,0,7.643321735283479e-05,0.10183817888011495,0,25.53191489361702,1.6666666666666667,67.08333333333333,52.083333333333336,20.0
2014-11-01,0,0,0.0007389862363462648,0.06445163473483728,0,23.157894736842103,2.9166666666666665,40.41666666666666,55.41666666666667,20.416666666666668
2014-12-01,0,0,7.048089736346384e-05,0.05112714789841189,0,19.791666666666664,2.083333333333333,61.25000000000001,67.5,30.833333333333336
2015-01-01,0,0,0.0003344903923627772,0.05093402422591968,0,14.432989690721648,3.75,62.083333333333336,87.91666666666667,32.083333333333336
2015-02-01,0,0,0.0011114706940321102,0.029142911363876273,0,22.448979591836736,3.75,42.5,80.41666666666667,47.91666666666667
2015-03-01,0,0,0.0017240629829002275,0.05827807254364833,0,25.252525252525253,5.0,34.583333333333336,69.16666666666667,44.583333333333336
2015-04-01,0,0,0.0022483176846341303,0.14950506375797906,0,28.000000000000004,7.916666666666666,34.166666666666664,67.08333333333333,52.5
2015-05-01,0,0,0.0012808678226959274,0.1356281846417351,0,31.683168316831683,5.416666666666667,41.66666666666667,58.75,47.5
2015-06-01,0,0,0.00184361859059241,0.10061550871673612,0,32.35294117647059,5.0,48.75,56.25,49.16666666666666
2015-07-01,0,0,0.0006391837265675719,0.40256426149495217,1,26.21359223300971,2.9166666666666665,48.333333333333336,57.49999999999999,39.58333333333333
2015-08-01,0,0,0.00011130655429105264,0.297818185354482,0,22.115384615384613,4.166666666666666,74.16666666666667,69.58333333333333,44.583333333333336
2015-09-01,0,0,0.0007726201243688665,0.15699250455812153,0,20.952380952380956,7.083333333333333,76.25,75.83333333333333,52.083333333333336
2015-10-01,0,0,0.003281665840282649,0.05996326124686491,0,22.641509433962263,7.916666666666666,57.08333333333333,75.83333333333333,55.41666666666667
2015-11-01,0,0,0.0074271659934330115,0.029664602077042253,0,27.102803738317757,8.333333333333332,48.333333333333336,68.75,66.25
2015-12-01,0,0,0.0028209999499220475,0.08891609921055078,0,28.703703703703702,10.0,57.49999999999999,73.33333333333333,61.25000000000001
2016-01-01,0,0,0.002277458279053319,0.5274313985128769,1,34.86238532110092,11.666666666666666,76.25,70.41666666666667,57.49999999999999
2016-02-01,0,0,0.00264383990852105,0.36704828746735474,0,27.27272727272727,13.333333333333334,66.66666666666666,80.0,40.41666666666666
2016-03-01,0,0,0.00445200081696771,0.06094925628500693,0,48.64864864864865,13.750000000000002,48.333333333333336,79.16666666666666,64.58333333333334
2016-04-01,0,0,0.007113785174271197,0.04500388787118107,0,53.57142857142857,12.916666666666668,27.916666666666668,70.83333333333334,62.083333333333336
2016-05-01,0,0,0.001952987556503472,0.02109690502208235,0,59.29203539823009,12.916666666666668,16.666666666666664,70.0,67.5
2016-06-01,0,0,0.0001460903893485145,0.1413310179174643,0,53.50877192982456,15.833333333333332,49.583333333333336,75.41666666666667,57.08333333333333
2016-07-01,0,0,0.0008266517737093866,0.02157693131648633,0,47.82608695652174,15.416666666666668,31.666666666666664,82.5,67.08333333333333
2016-08-01,0,0,0.0002701743538185552,0.06223133261160141,0,49.137931034482754,16.25,34.583333333333336,79.16666666666666,68.75
2016-09-01,0,0,0.0007340076793389575,0.4739191100818603,1,58.119658119658126,15.416666666666668,48.333333333333336,67.5,60.0
2016-10-01,0,0,0.0008849865758653585,0.4535200179063812,1,66.10169491525424,16.25,41.66666666666667,62.91666666666666,54.16666666666666
2016-11-01,0,0,0.0008485112578770288,0.20666414041467004,0,75.63025210084034,12.916666666666668,43.333333333333336,56.25,53.333333333333336
2016-12-01,0,0,0.004939135710017925,0.08114349395110419,0,92.5,15.416666666666668,18.75,52.083333333333336,34.166666666666664
2017-01-01,0,0,0.00022855103300985883,0.04234345430028086,0,96.69421487603306,15.833333333333332,17.5,52.91666666666666,25.833333333333336
2017-02-01,0,0,0.00010341540193202983,0.04012001201427989,0,97.54098360655738,12.5,18.33333333333333,55.833333333333336,27.916666666666668
2017-03-01,0,0,1.4947995640161533e-05,0.05719777940830559,0,91.05691056910568,8.75,30.0,65.83333333333333,22.5
2017-04-01,0,0,4.5900612523337606e-06,0.0347347052905627,0,81.45161290322581,5.833333333333333,47.91666666666667,78.33333333333333,18.33333333333333
2017-05-01,0,0,2.2942623130943785e-05,0.01784858748000311,0,71.2,11.666666666666666,34.166666666666664,89.58333333333334,19.166666666666668
2017-06-01,0,0,2.0254103312720893e-05,0.01745836200676899,0,58.730158730158735,14.583333333333334,34.166666666666664,96.66666666666669,19.58333333333333
2017-07-01,0,0,0.00014315442527909947,0.04821171736751995,0,59.055118110236215,21.666666666666668,22.08333333333333,93.33333333333331,20.416666666666668
2017-08-01,0,0,2.938688359693255e-05,0.2881471283163341,0,58.59375,22.916666666666664,42.5,92.5,18.75
2017-09-01,0,0,0.00014519592118362833,0.6722415795993174,1,66.66666666666666,28.75,31.666666666666664,88.33333333333333,11.666666666666666
2017-10-01,0,0,2.7649853589696958e-05,0.3933491706493862,0,74.61538461538461,26.666666666666668,27.08333333333333,92.91666666666669,9.583333333333334
2017-11-01,0,0,2.1139819547446476e-05,0.39219266156486016,0,79.38931297709924,31.25,28.33333333333333,95.41666666666669,7.916666666666666
2017-12-01,0,0,1.0504562320840553e-05,0.18674007554953923,0,85.60606060606061,25.0,22.916666666666664,97.91666666666666,9.166666666666666
2018-01-01,0,0,4.122924990785614e-06,0.27950837726923067,0,94.73684210526316,24.166666666666668,28.33333333333333,98.33333333333331,9.583333333333334
2018-02-01,0,0,2.8103339717224764e-06,0.9406990039074777,1,96.26865671641792,22.5,81.25,89.16666666666667,7.916666666666666
2018-03-01,0,0,4.871443741892677e-05,0.6890559409907598,1,98.51851851851852,21.25,51.66666666666667,90.83333333333331,7.916666666666666
2018-04-01,0,0,4.827505530502392e-06,0.2602761252606931,0,98.52941176470588,21.25,60.41666666666666,94.58333333333331,7.916666666666666
2018-05-01,0,0,3.7910924887698595e-05,0.41635392311222186,1,98.54014598540148,21.25,58.333333333333336,94.16666666666669,7.083333333333333
2018-06-01,0,0,1.5668443787443178e-05,0.4577350794776289,1,97.82608695652172,24.166666666666668,57.08333333333333,94.58333333333331,8.75
2018-07-01,0,0,2.5506356975787573e-05,0.4439638393000978,1,97.84172661870504,22.916666666666664,57.91666666666667,95.41666666666669,7.083333333333333
2018-08-01,0,0,0.0001054482184780025,0.32301039038322055,0,95.71428571428572,21.25,50.83333333333333,97.08333333333331,6.25
2018-09-01,0,0,2.131024825476708e-05,0.11160030314640053,0,96.45390070921984,18.75,50.83333333333333,99.16666666666669,11.25
2018-10-01,0,0,2.098543924915363e-05,0.6419209782118147,1,94.3661971830986,25.416666666666664,85.83333333333333,97.08333333333331,10.0
2018-11-01,0,0,0.00038839777852023587,0.3109237515725059,0,93.006993006993,31.666666666666664,72.5,99.16666666666669,12.083333333333334
2018-12-01,0,0,0.000393984787104498,0.1320404764089281,0,77.77777777777779,40.833333333333336,92.91666666666669,99.58333333333331,20.833333333333336
2019-01-01,0,0,0.010610300961699494,0.022000158253916467,0,64.13793103448275,43.75,83.75,100.0,25.833333333333336
2019-02-01,0,0,0.005862998011326026,0.017068622247723694,0,82.87671232876713,44.16666666666666,72.5,99.58333333333331,33.75
2019-03-01,0,0,0.0053275319996132,0.046203766791842335,0,87.07482993197279,44.16666666666666,65.83333333333333,98.75,27.916666666666668
2019-04-01,0,0,0.0062636863771553235,0.03594206167299394,0,87.83783783783784,42.083333333333336,49.16666666666666,97.5,40.833333333333336
2019-05-01,0,0,0.0004958194806359044,0.08283588581818446,0,64.42953020134227,44.583333333333336,80.0,97.5,45.0
2019-06-01,0,0,0.009630954463862836,0.02527848077212244,0,41.333333333333336,46.25,73.75,96.66666666666669,54.16666666666666
2019-07-01,0,0,0.011599434712214918,0.008928128833412742,0,49.00662251655629,49.16666666666666,62.91666666666666,95.83333333333334,68.75
2019-08-01,0,0,0.010555661836927523,0.018315168564312787,0,26.973684210526315,48.75,88.33333333333333,95.41666666666669,68.75
2019-09-01,0,1,0.06516124842504305,0.017282926586014907,0,28.10457516339869,47.083333333333336,57.49999999999999,95.0,76.66666666666667
2019-10-01,0,1,0.019478377764870235,0.8386035914322807,1,30.51948051948052,51.24999999999999,70.0,75.41666666666667,84.16666666666667
2019-11-01,0,1,0.8559944783391857,0.8630929633105374,1,53.5483870967742,56.25,45.83333333333333,53.75,84.16666666666667
2019-12-01,0,1,0.10338715046017363,0.3038501521219147,0,67.3076923076923,63.33333333333333,51.66666666666667,44.583333333333336,75.41666666666667
2020-01-01,0,1,0.2596319648548138,0.7014521825122635,1,81.52866242038218,64.16666666666667,35.833333333333336,40.0,76.25
2020-02-01,0,1,0.016152704965218853,0.03154970825529963,0,65.18987341772153,63.33333333333333,86.66666666666667,53.75,75.0
2020-03-01,1,1,0.2121743940712811,0.9869851158597445,1,2.515723270440252,96.66666666666669,100.0,26.25,99.16666666666669
2020-04-01,1,0,0.9987090177760741,0.8821607183746686,1,2.5,100.0,98.75,28.33333333333333,100.0
2020-05-01,0,0,0.9995871090978226,0.08505050064637598,0,2.484472049689441,99.58333333333331,97.08333333333331,28.75,99.58333333333331
2020-06-01,0,0,0.9060163469906267,0.3761442029066509,0,5.555555555555555,99.16666666666669,72.08333333333333,30.416666666666664,96.66666666666669
2020-07-01,0,0,0.054968921298994104,0.09070371790542865,0,12.883435582822086,98.75,39.58333333333333,31.25,94.16666666666669
2020-08-01,0,0,0.5274431899343871,0.646466343525462,1,34.756097560975604,97.08333333333331,32.916666666666664,32.5,93.33333333333331
2020-09-01,0,0,0.8756053636518603,0.13693490414765022,0,32.72727272727273,93.75,80.0,32.916666666666664,88.33333333333333
2020-10-01,0,0,0.9272563517996252,0.31518486532834084,0,27.710843373493976,89.16666666666667,81.66666666666667,32.083333333333336,87.08333333333333
2020-11-01,0,0,0.7591749706819636,0.04208081045938879,0,37.72455089820359,87.91666666666667,72.08333333333333,40.41666666666666,87.91666666666667
2020-12-01,0,0,0.8021602686187836,0.016587241047244943,0,62.5,87.08333333333333,22.08333333333333,31.25,85.0
2021-01-01,0,0,0.006902159037520072,0.05439643084278356,0,84.61538461538461,85.83333333333333,47.5,28.33333333333333,80.41666666666667
2021-02-01,0,0,0.0686097275986676,0.2852296073104775,0,94.11764705882352,85.0,33.75,19.166666666666668,85.83333333333333
2021-03-01,0,0,0.1179550650083059,0.026743315705382298,0,100.0,80.41666666666667,45.41666666666666,8.75,2.083333333333333
2021-04-01,0,0,7.231729910739913e-08,0.00019057825027449091,0,100.0,40.833333333333336,12.916666666666668,3.75,0.0
2021-05-01,0,0,2.0867800628239198e-07,0.0009517136847504274,0,100.0,45.41666666666666,29.166666666666668,1.6666666666666667,0.4166666666666667
2021-06-01,0,0,2.8419347905006812e-05,2.3022834942135898e-05,0,99.42528735632185,57.91666666666667,12.5,8.333333333333332,4.166666666666666
2021-07-01,0,0,0.0008043327092497267,0.00023853013909628276,0,98.85714285714286,52.91666666666666,36.25,13.333333333333334,14.583333333333334
2021-08-01,0,0,0.035227186905612703,0.00010517108568796948,0,97.72727272727272,56.66666666666666,28.33333333333333,17.916666666666668,18.33333333333333
2021-09-01,0,0,0.03264945512656356,0.021293856476184817,0,97.17514124293784,56.25,52.083333333333336,12.5,24.166666666666668
2021-10-01,0,0,0.14011215955691017,0.0009604230054511059,0,99.438202247191,55.00000000000001,16.25,4.166666666666666,18.75
2021-11-01,0,0,0.0012996419895996082,0.0004957829610304666,0,100.0,45.0,19.166666666666668,5.0,14.583333333333334
2021-12-01,0,0,4.832648210484718e-06,0.002650941337604143,0,97.77777777777776,35.41666666666667,73.33333333333333,12.083333333333334,22.5
2022-01-01,0,0,0.0002742190076070812,0.017915980440844703,0,98.8950276243094,35.0,79.16666666666666,12.5,31.25
2022-02-01,0,0,0.00017490559454472925,0.00539103347581272,0,98.9010989010989,34.166666666666664,90.0,21.25,9.166666666666666
2022-03-01,0,0,0.004152575732541277,0.005466356800565359,0,100.0,35.41666666666667,90.41666666666669,24.166666666666668,32.5
2022-04-01,0,0,0.004505362375084267,0.0009122050680816663,0,98.36956521739133,33.33333333333333,81.25,31.25,24.166666666666668
2022-05-01,0,0,0.05010066401618568,0.0019507579149094228,0,94.5945945945946,35.833333333333336,92.91666666666669,27.916666666666668,21.25
2022-06-01,0,0,0.4781365219130487,0.0013204152967642036,0,92.47311827956987,37.5,82.91666666666667,31.25,24.166666666666668
2022-07-01,0,0,0.16885521838003684,7.255668071125025e-05,0,91.97860962566844,40.833333333333336,90.83333333333331,64.16666666666667,20.833333333333336
2022-08-01,0,0,0.3923815359519294,0.00019629217830547096,0,92.02127659574468,43.333333333333336,82.08333333333333,86.25,18.75
2022-09-01,0,0,0.06258089147968315,0.0008245017211762431,0,91.005291005291,45.0,92.91666666666669,84.58333333333333,15.833333333333332
2022-10-01,0,0,0.009369959041282811,0.002614277243589258,0,90.52631578947368,45.41666666666666,92.5,87.08333333333333,17.5
2022-11-01,0,0,0.012599644774794935,0.0009748573713476956,0,90.0523560209424,49.583333333333336,81.25,97.5,22.916666666666664
2022-12-01,0,0,0.005341531754531213,0.0003592230952986544,0,89.0625,54.58333333333333,78.75,99.16666666666669,25.0
2023-01-01,0,0,0.0013615825485435713,0.0035943106836655164,0,88.60103626943005,53.75,70.0,98.75,15.0
2023-02-01,0,0,0.00021131175568617002,0.059285693407180096,0,89.17525773195877,57.49999999999999,62.91666666666666,99.16666666666669,20.416666666666668
2023-03-01,0,0,0.0001311827613101283,0.17190628091758992,0,88.2051282051282,61.25000000000001,92.08333333333331,97.91666666666666,25.416666666666664
2023-04-01,0,0,0.0013583835067546102,0.1349242415198172,0,87.24489795918367,62.91666666666666,83.33333333333334,96.66666666666669,23.75
2023-05-01,0,0,0.0003140674503736243,0.3429262099720969,0,84.26395939086294,66.25,89.58333333333334,97.08333333333331,27.08333333333333
2023-06-01,0,0,0.0006549969498362158,0.11397610609551034,0,80.8080808080808,70.0,78.33333333333333,100.0,33.33333333333333
2023-07-01,0,0,0.00045482715934163335,0.12158470825749502,0,81.90954773869346,72.5,72.91666666666666,99.58333333333331,26.25
2023-08-01,0,0,0.00021265841731847007,0.08009379730860815,0,82.0,74.58333333333333,63.74999999999999,98.33333333333331,24.166666666666668
2023-09-01,0,0,0.0004499804274606476,0.18085434679115717,0,81.09452736318407,73.33333333333333,55.41666666666667,90.41666666666669,22.916666666666664
2023-10-01,0,0,0.00032349357951804006,0.8089408533943302,1,81.1881188118812,72.5,81.25,77.91666666666667,35.833333333333336
2023-11-01,0,0,0.0019911025546012527,0.24339116712284117,0,78.81773399014779,69.58333333333333,61.25000000000001,83.33333333333334,27.916666666666668
2023-12-01,0,0,0.0006536341673847723,0.13169215608026905,0,75.49019607843137,70.41666666666667,47.91666666666667,85.0,20.833333333333336
2024-01-01,0,0,0.0006580916075362914,0.20044874733363174,0,78.04878048780488,71.66666666666667,42.5,87.91666666666667,52.91666666666666
2024-02-01,0,0,0.0016105689323563709,0.2622077197065557,0,79.12621359223301,72.08333333333333,35.41666666666667,86.25,45.41666666666666
2024-03-01,0,0,0.0007471929620357711,0.31201868864336957,0,82.1256038647343,74.16666666666667,45.83333333333333,82.08333333333333,48.333333333333336
2024-04-01,0,0,0.002083693366242361,0.13144665161712193,0,83.65384615384616,75.0,57.91666666666667,85.0,53.333333333333336
2024-05-01,0,0,0.00846594202195512,0.07183207941169885,0,77.51196172248804,76.25,25.416666666666664,83.33333333333334,48.75
2024-06-01,0,0,0.0007041129374917251,0.0610644359144363,0,71.42857142857143,79.16666666666666,37.91666666666666,86.25,47.91666666666667
2024-07-01,0,0,0.0001077722414582619,0.18724936366769057,0,70.14218009478674,80.0,72.5,78.33333333333333,52.91666666666666
2024-08-01,0,0,0.0006561081842552298,0.8056658530484765,1,55.66037735849056,80.0,85.0,69.58333333333333,56.25
2024-09-01,0,0,0.006025455516008006,0.7306641374620593,1,53.990610328638496,78.75,65.83333333333333,55.41666666666667,59.16666666666666
2024-10-01,0,0,0.00199449058321423,0.3974860345602696,0,71.49532710280374,77.91666666666667,65.0,55.833333333333336,56.66666666666666
2024-11-01,0,0,0.0031810511361756075,0.05168671713651522,0,77.20930232558139,78.33333333333333,7.916666666666666,58.333333333333336,57.49999999999999
2024-12-01,0,0,0.0002775492271040757,0.06471422667941149,0,75.0,77.08333333333334,3.333333333333333,58.333333333333336,49.583333333333336
2025-01-01,0,0,0.0005409616615725817,0.046847376668901014,0,80.18433179723502,76.25,19.166666666666668,49.583333333333336,42.91666666666666
2025-02-01,0,0,0.0016894942931249424,0.03762648263063528,0,83.02752293577981,76.66666666666667,32.5,52.91666666666666,46.66666666666666
2025-03-01,0,0,0.00024365334467834566,0.02407947854176569,0,76.71232876712328,76.66666666666667,79.58333333333333,54.16666666666666,42.5
2025-04-01,0,0,0.0011069138153666713,0.021402432827694145,0,66.81818181818183,77.08333333333334,95.41666666666669,52.91666666666666,42.91666666666666
2025-05-01,0,0,0.00029370887909085903,0.011322837941301967,0,69.23076923076923,78.75,74.16666666666667,50.0,52.083333333333336
2025-06-01,0,0,0.0006715418756693521,0.001481626459983803,0,66.66666666666666,78.33333333333333,48.75,52.5,48.333333333333336
2025-07-01,0,0,0.0007848165370382752,0.00018834280294789007,0,73.54260089686099,77.91666666666667,5.833333333333333,54.58333333333333,40.0
2025-08-01,0,0,7.507882519519663e-05,0.00048110399328056726,0,74.10714285714286,77.5,7.5,53.333333333333336,42.5
2025-09-01,0,0,0.0013757039171271917,0.0018134438297669154,0,72.0,79.16666666666666,14.583333333333334,53.333333333333336,40.0
2025-10-01,0,0,0.004459946220500195,0.012522411614832429,0,64.60176991150442,80.0,54.58333333333333,54.16666666666666,47.083333333333336
2025-11-01,0,0,0.009829698158243328,0.005438400454793608,0,63.87665198237885,79.16666666666666,53.75,54.58333333333333,43.333333333333336
2025-12-01,0,0,0.005026267939292287,0.0040170215636944305,0,59.64912280701754,75.83333333333333,31.25,49.16666666666666,50.83333333333333
2026-01-01,0,0,6.626951964882794e-05,0.004312409063702912,0,63.31877729257642,72.91666666666666,32.083333333333336,48.75,44.16666666666666
2026-02-01,0,0,2.177292906734693e-05,0.00929674176843059,0,65.65217391304347,71.66666666666667,57.49999999999999,50.0,45.0
